,index,Species,Year,Location,Nesting Success Rate
1754,7810,House Wren,2007,MA,61.10
1755,7811,House Wren,2007,MD,72.70
1756,7812,House Wren,2007,MI,73.90
1757,7814,House Wren,2007,MO,78.00
1758,7816,House Wren,2007,ND,42.90
1759,7817,House Wren,2007,NJ,73.30
1760,7818,House Wren,2007,NY,81.40
1761,7819,House Wren,2007,OH,77.20
1762,7820,House Wren,2007,PA,73.30
1763,7821,House Wren,2007,SC,52.90
1764,7823,House Wren,2007,VA,59.40
1765,7824,House Wren,2007,VT,80.00
1766,7825,House Wren,2007,WI,69.20
1767,7836,Carolina Wren,2007,TX,84.00
1768,7838,Bewick's Wren,2007,CA,100.00
1769,7839,Bewick's Wren,2007,TX,63.00
1770,7855,Eastern Bluebird,2007,AL,61.50
1771,7856,Eastern Bluebird,2007,AR,50.00
1772,7857,Eastern Bluebird,2007,CO,50.00
1773,7859,Eastern Bluebird,2007,DE,80.80
1774,7860,Eastern Bluebird,2007,FL,79.00
1775,7861,Eastern Bluebird,2007,GA,71.80
1776,7862,Eastern Bluebird,2007,IA,92.90
1777,7863,Eastern Bluebird,2007,IL,79.00
1778,7864,Eastern Bluebird,2007,IN,80.00
1779,7865,Eastern Bluebird,2007,KS,84.60
1780,7866,Eastern Bluebird,2007,KY,88.20
1781,7867,Eastern Bluebird,2007,MA,78.80
1782,7868,Eastern Bluebird,2007,MD,75.00
1783,7869,Eastern Bluebird,2007,MI,77.60
1784,7870,Eastern Bluebird,2007,MN,88.00
1785,7871,Eastern Bluebird,2007,MO,73.10
1786,7872,Eastern Bluebird,2007,MS,84.60
1787,7873,Eastern Bluebird,2007,NC,82.00
1788,7874,Eastern Bluebird,2007,ND,14.30
1789,7876,Eastern Bluebird,2007,NJ,81.20
1790,7877,Eastern Bluebird,2007,NY,69.60
1791,7878,Eastern Bluebird,2007,OH,78.80
1792,7880,Eastern Bluebird,2007,PA,73.20
1793,7881,Eastern Bluebird,2007,SC,66.20
1794,7882,Eastern Bluebird,2007,TN,66.70
1795,7883,Eastern Bluebird,2007,TX,75.00
1796,7884,Eastern Bluebird,2007,VA,55.60
1797,7886,Eastern Bluebird,2007,WI,85.30
1798,7890,Western Bluebird,2007,CA,84.90
1799,7891,Western Bluebird,2007,CO,82.00
1800,7892,Western Bluebird,2007,ID,87.00
1801,7894,Western Bluebird,2007,NM,64.30
1802,7896,Western Bluebird,2007,OR,79.20
1803,7897,Mountain Bluebird,2007,AB,69.20
1804,7899,Mountain Bluebird,2007,CO,76.70
1805,7900,Mountain Bluebird,2007,ID,60.00
1806,7902,Mountain Bluebird,2007,MT,43.80
1807,7903,Mountain Bluebird,2007,OR,63.60
1808,7904,Mountain Bluebird,2007,UT,100.00
1809,7914,House Sparrow,2007,AB,4.80
1810,7915,House Sparrow,2007,CA,22.00
1811,7916,House Sparrow,2007,CO,0.00
1812,7917,House Sparrow,2007,CT,0.00
1813,7918,House Sparrow,2007,DE,7.10
1814,7919,House Sparrow,2007,IL,0.00
1815,7920,House Sparrow,2007,IN,0.00
1816,7923,House Sparrow,2007,MA,0.00
1817,7924,House Sparrow,2007,MD,0.00
1818,7925,House Sparrow,2007,MI,0.00
1819,7929,House Sparrow,2007,ND,0.00
1820,7931,House Sparrow,2007,NY,7.70
1821,7932,House Sparrow,2007,OH,0.00
1822,7954,Prothonotary Warbler,2007,OH,90.40
1823,7955,Prothonotary Warbler,2007,TX,100.00
1824,7959,Wood Duck,2006,CA,78.90
1825,7963,Wood Duck,2006,NC,74.30
1826,7965,Wood Duck,2006,TX,27.30
1827,7968,Wood Duck,2006,WI,57.10
1828,7989,American Kestrel,2006,OR,91.10
1829,7991,American Kestrel,2006,VT,78.90
1830,7995,Ash-throated Flycatcher,2006,CA,74.70
1831,7996,Ash-throated Flycatcher,2006,CO,93.80
1832,7998,Ash-throated Flycatcher,2006,TX,90.00
1833,8014,Carolina Chickadee,2006,MD,64.30
1834,8016,Carolina Chickadee,2006,NC,100.00
1835,8019,Carolina Chickadee,2006,SC,73.80
1836,8020,Carolina Chickadee,2006,TN,60.00
1837,8021,Carolina Chickadee,2006,TX,92.30
1838,8029,Black-capped Chickadee,2006,IL,60.00
1839,8039,Black-capped Chickadee,2006,NY,63.20
1840,8042,Black-capped Chickadee,2006,PA,66.70
1841,8053,Chestnut-backed Chickadee,2006,CA,77.50
1842,8056,Oak Titmouse,2006,CA,83.50
1843,8076,Black-crested Titmouse,2006,TX,94.40
1844,8080,Purple Martin,2006,OH,92.30
1845,8082,Purple Martin,2006,TX,47.10
1846,8084,Tree Swallow,2006,AB,79.60
1847,8085,Tree Swallow,2006,MB,94.80
1848,8087,Tree Swallow,2006,CA,80.60
1849,8088,Tree Swallow,2006,CO,86.60
1850,8093,Tree Swallow,2006,ID,81.30
1851,8094,Tree Swallow,2006,IL,77.20
1852,8095,Tree Swallow,2006,IN,71.70
1853,8097,Tree Swallow,2006,MA,72.90
1854,8098,Tree Swallow,2006,MD,77.30
1855,8099,Tree Swallow,2006,ME,95.20
1856,8100,Tree Swallow,2006,MI,67.30
1857,8101,Tree Swallow,2006,MN,84.40
1858,8102,Tree Swallow,2006,MO,76.70
1859,8103,Tree Swallow,2006,MT,85.70
1860,8104,Tree Swallow,2006,ND,65.90
1861,8106,Tree Swallow,2006,NJ,84.80
1862,8107,Tree Swallow,2006,NY,80.40
1863,8108,Tree Swallow,2006,OH,79.90
1864,8109,Tree Swallow,2006,OR,70.00
1865,8110,Tree Swallow,2006,PA,53.10
1866,8113,Tree Swallow,2006,UT,100.00
1867,8114,Tree Swallow,2006,VA,63.00
1868,8117,Tree Swallow,2006,WI,72.00
1869,8118,Tree Swallow,2006,WV,50.00
1870,8120,Violet-green Swallow,2006,CA,72.30
1871,8121,Violet-green Swallow,2006,CO,74.00
1872,8146,House Wren,2006,CA,73.50
1873,8147,House Wren,2006,CO,88.20
1874,8153,House Wren,2006,IL,66.70
1875,8154,House Wren,2006,IN,88.20
1876,8157,House Wren,2006,MA,87.00
1877,8158,House Wren,2006,MD,61.20
1878,8160,House Wren,2006,MI,78.00
1879,8162,House Wren,2006,MO,58.30
1880,8165,House Wren,2006,ND,77.80
1881,8166,House Wren,2006,NJ,63.20
1882,8167,House Wren,2006,NY,69.60
1883,8168,House Wren,2006,OH,86.40
1884,8170,House Wren,2006,PA,76.00
1885,8174,House Wren,2006,VA,69.10
1886,8177,House Wren,2006,WI,69.10
1887,8186,Carolina Wren,2006,PA,66.70
1888,8191,Bewick's Wren,2006,CA,89.50
1889,8193,Bewick's Wren,2006,TX,71.90
1890,8196,European Starling,2006,CA,0.00
1891,8202,Eastern Bluebird,2006,MB,66.70
1892,8203,Eastern Bluebird,2006,AL,57.10
1893,8204,Eastern Bluebird,2006,AR,62.50
1894,8206,Eastern Bluebird,2006,CO,80.00
1895,8208,Eastern Bluebird,2006,DE,83.30
1896,8209,Eastern Bluebird,2006,FL,67.30
1897,8210,Eastern Bluebird,2006,GA,55.00
1898,8212,Eastern Bluebird,2006,IL,70.50
1899,8213,Eastern Bluebird,2006,IN,81.80
1900,8215,Eastern Bluebird,2006,KY,70.80
1901,8216,Eastern Bluebird,2006,MA,75.50
1902,8217,Eastern Bluebird,2006,MD,74.90
1903,8219,Eastern Bluebird,2006,MI,71.80
1904,8220,Eastern Bluebird,2006,MN,93.00
1905,8221,Eastern Bluebird,2006,MO,69.70
1906,8223,Eastern Bluebird,2006,NC,86.30
1907,8227,Eastern Bluebird,2006,NJ,67.30
1908,8229,Eastern Bluebird,2006,NY,80.40
1909,8230,Eastern Bluebird,2006,OH,78.40
1910,8232,Eastern Bluebird,2006,PA,65.00
1911,8233,Eastern Bluebird,2006,SC,76.00
1912,8234,Eastern Bluebird,2006,TN,61.70
1913,8235,Eastern Bluebird,2006,TX,80.20
1914,8236,Eastern Bluebird,2006,VA,77.40
1915,8238,Eastern Bluebird,2006,WI,74.30
1916,8239,Eastern Bluebird,2006,WV,87.00
1917,8240,Western Bluebird,2006,AZ,100.00
1918,8241,Western Bluebird,2006,CA,81.60
1919,8242,Western Bluebird,2006,CO,89.60
1920,8243,Western Bluebird,2006,ID,70.40
1921,8244,Western Bluebird,2006,NM,90.90
1922,8245,Western Bluebird,2006,OR,71.30
1923,8247,Mountain Bluebird,2006,AB,82.90
1924,8249,Mountain Bluebird,2006,CO,92.60
1925,8250,Mountain Bluebird,2006,ID,87.50
1926,8254,Mountain Bluebird,2006,MT,90.30
1927,8257,Mountain Bluebird,2006,OR,80.60
1928,8258,Mountain Bluebird,2006,UT,100.00
1929,8259,Mountain Bluebird,2006,WY,81.30
1930,8265,House Sparrow,2006,AB,17.60
1931,8266,House Sparrow,2006,CA,23.10
1932,8267,House Sparrow,2006,CO,0.00
1933,8270,House Sparrow,2006,IL,0.00
1934,8273,House Sparrow,2006,MA,0.00
1935,8274,House Sparrow,2006,MD,1.40
1936,8275,House Sparrow,2006,MI,4.20
1937,8279,House Sparrow,2006,NY,0.00
1938,8280,House Sparrow,2006,OH,30.00
1939,8284,House Sparrow,2006,VA,0.00
1940,8286,House Sparrow,2006,WI,0.00
1941,8292,Prothonotary Warbler,2006,OH,90.60
1942,8298,Wood Duck,2005,TX,78.30
1943,8300,Wood Duck,2005,WA,100.00
1944,8301,Wood Duck,2005,WI,66.70
1945,8321,American Kestrel,2005,OR,83.10
1946,8323,American Kestrel,2005,VT,80.00
1947,8327,Ash-throated Flycatcher,2005,CA,73.20
1948,8330,Ash-throated Flycatcher,2005,TX,92.30
1949,8333,Great Crested Flycatcher,2005,FL,81.80
1950,8339,Carolina Chickadee,2005,GA,75.00
1951,8343,Carolina Chickadee,2005,MD,68.80
1952,8345,Carolina Chickadee,2005,NC,92.30
1953,8349,Carolina Chickadee,2005,SC,65.10
1954,8350,Carolina Chickadee,2005,TN,77.80
1955,8351,Carolina Chickadee,2005,TX,93.30
1956,8352,Carolina Chickadee,2005,VA,45.50
1957,8358,Black-capped Chickadee,2005,MA,53.80
1958,8367,Black-capped Chickadee,2005,NY,81.80
1959,8372,Black-capped Chickadee,2005,VT,81.80
1960,8381,Mountain Chickadee,2005,WA,81.80
1961,8383,Chestnut-backed Chickadee,2005,CA,84.40
1962,8385,Oak Titmouse,2005,CA,86.70
1963,8401,Tufted Titmouse,2005,TX,92.00
1964,8403,Black-crested Titmouse,2005,TX,93.80
1965,8406,Purple Martin,2005,TX,89.70
1966,8408,Tree Swallow,2005,AB,85.40
1967,8409,Tree Swallow,2005,MB,89.70
1968,8412,Tree Swallow,2005,CA,85.10
1969,8413,Tree Swallow,2005,CO,84.50
1970,8418,Tree Swallow,2005,ID,82.70
1971,8419,Tree Swallow,2005,IL,83.50
1972,8420,Tree Swallow,2005,IN,84.80
1973,8421,Tree Swallow,2005,KY,69.20
1974,8422,Tree Swallow,2005,MA,57.60
1975,8423,Tree Swallow,2005,MD,83.60
1976,8424,Tree Swallow,2005,ME,71.00
1977,8425,Tree Swallow,2005,MI,82.10
1978,8426,Tree Swallow,2005,MN,73.20
1979,8427,Tree Swallow,2005,MO,82.90
1980,8428,Tree Swallow,2005,MT,94.40
1981,8429,Tree Swallow,2005,ND,84.30
1982,8431,Tree Swallow,2005,NJ,82.50
1983,8432,Tree Swallow,2005,NY,76.60
1984,8433,Tree Swallow,2005,OH,82.60
1985,8434,Tree Swallow,2005,OR,72.70
1986,8435,Tree Swallow,2005,PA,72.50
1987,8438,Tree Swallow,2005,UT,85.70
1988,8439,Tree Swallow,2005,VA,53.90
1989,8440,Tree Swallow,2005,VT,84.90
1990,8441,Tree Swallow,2005,WA,75.90
1991,8442,Tree Swallow,2005,WI,78.90
1992,8443,Tree Swallow,2005,WV,64.50
1993,8444,Violet-green Swallow,2005,CA,80.50
1994,8445,Violet-green Swallow,2005,CO,80.00
1995,8463,House Wren,2005,CA,79.20
1996,8464,House Wren,2005,CO,89.80
1997,8468,House Wren,2005,ID,82.40
1998,8469,House Wren,2005,IL,77.30
1999,8470,House Wren,2005,IN,59.10
2000,8472,House Wren,2005,MA,77.30
2001,8473,House Wren,2005,MD,70.60
2002,8475,House Wren,2005,MI,85.70
2003,8477,House Wren,2005,MO,61.90
2004,8480,House Wren,2005,ND,78.90
2005,8482,House Wren,2005,NY,60.50
2006,8483,House Wren,2005,OH,80.60
2007,8484,House Wren,2005,PA,79.00
2008,8487,House Wren,2005,VA,57.50
2009,8488,House Wren,2005,VT,92.30
2010,8489,House Wren,2005,WA,87.00
2011,8490,House Wren,2005,WI,78.80
2012,8502,Carolina Wren,2005,SC,88.20
2013,8510,Bewick's Wren,2005,TX,100.00
2014,8519,Eastern Bluebird,2005,MB,71.40
2015,8521,Eastern Bluebird,2005,AL,70.40
2016,8522,Eastern Bluebird,2005,AR,84.60
2017,8524,Eastern Bluebird,2005,CO,62.50
2018,8527,Eastern Bluebird,2005,FL,76.20
2019,8528,Eastern Bluebird,2005,GA,79.40
2020,8530,Eastern Bluebird,2005,IL,72.30
2021,8531,Eastern Bluebird,2005,IN,68.30
2022,8533,Eastern Bluebird,2005,KY,70.20
2023,8535,Eastern Bluebird,2005,MA,70.30
2024,8536,Eastern Bluebird,2005,MD,76.10
2025,8538,Eastern Bluebird,2005,MI,84.00
2026,8539,Eastern Bluebird,2005,MN,83.60
2027,8540,Eastern Bluebird,2005,MO,69.20
2028,8542,Eastern Bluebird,2005,NC,77.50
2029,8546,Eastern Bluebird,2005,NJ,81.00
2030,8548,Eastern Bluebird,2005,NY,77.90
2031,8549,Eastern Bluebird,2005,OH,79.50
2032,8550,Eastern Bluebird,2005,OK,70.80
2033,8551,Eastern Bluebird,2005,PA,72.90
2034,8552,Eastern Bluebird,2005,SC,77.40
2035,8553,Eastern Bluebird,2005,TN,65.80
2036,8554,Eastern Bluebird,2005,TX,75.80
2037,8555,Eastern Bluebird,2005,VA,75.20
2038,8558,Eastern Bluebird,2005,WI,76.30
2039,8559,Eastern Bluebird,2005,WV,60.70
2040,8561,Western Bluebird,2005,CA,80.70
2041,8562,Western Bluebird,2005,CO,88.50
2042,8563,Western Bluebird,2005,ID,88.50
2043,8564,Western Bluebird,2005,NM,90.70
2044,8565,Western Bluebird,2005,OR,77.80
2045,8567,Western Bluebird,2005,WA,73.70
2046,8568,Mountain Bluebird,2005,AB,71.60
2047,8570,Mountain Bluebird,2005,CO,90.70
2048,8571,Mountain Bluebird,2005,ID,61.80
2049,8572,Mountain Bluebird,2005,MT,91.50
2050,8574,Mountain Bluebird,2005,OR,79.40
2051,8575,Mountain Bluebird,2005,UT,87.90
2052,8577,Mountain Bluebird,2005,WA,90.90
2053,8578,Mountain Bluebird,2005,WY,78.60
2054,8581,House Sparrow,2005,CA,0.00
2055,8582,House Sparrow,2005,CO,0.00
2056,8584,House Sparrow,2005,IA,0.00
2057,8585,House Sparrow,2005,IL,0.00
2058,8586,House Sparrow,2005,IN,0.00
2059,8588,House Sparrow,2005,MA,4.00
2060,8589,House Sparrow,2005,MD,4.10
2061,8590,House Sparrow,2005,MI,3.20
2062,8592,House Sparrow,2005,ND,4.20
2063,8593,House Sparrow,2005,NJ,0.00
2064,8594,House Sparrow,2005,NY,0.00
2065,8595,House Sparrow,2005,OH,5.00
2066,8598,House Sparrow,2005,PA,0.00
2067,8605,House Sparrow,2005,WI,0.00
2068,8608,Prothonotary Warbler,2005,OH,93.90
2069,8609,Prothonotary Warbler,2005,TX,86.70
2070,8615,Wood Duck,2004,TX,57.70
2071,8618,Wood Duck,2004,WI,58.30
2072,8636,American Kestrel,2004,OR,80.80
2073,8638,American Kestrel,2004,VT,87.50
2074,8640,Ash-throated Flycatcher,2004,CA,82.40
2075,8644,Ash-throated Flycatcher,2004,TX,73.90
2076,8651,Carolina Chickadee,2004,GA,83.30
2077,8655,Carolina Chickadee,2004,MD,82.60
2078,8658,Carolina Chickadee,2004,NC,75.00
2079,8662,Carolina Chickadee,2004,SC,85.70
2080,8663,Carolina Chickadee,2004,TN,73.70
2081,8665,Carolina Chickadee,2004,VA,68.80
2082,8672,Black-capped Chickadee,2004,MA,77.30
2083,8684,Black-capped Chickadee,2004,PA,60.00
2084,8686,Black-capped Chickadee,2004,VT,83.30
2085,8688,Black-capped Chickadee,2004,WI,66.70
2086,8711,Tufted Titmouse,2004,TX,82.80
2087,8713,Black-crested Titmouse,2004,TX,87.50
2088,8715,Purple Martin,2004,OH,83.30
2089,8717,Purple Martin,2004,TX,57.10
2090,8718,Tree Swallow,2004,AB,87.40
2091,8719,Tree Swallow,2004,MB,84.00
2092,8720,Tree Swallow,2004,ON,93.60
2093,8723,Tree Swallow,2004,CA,87.70
2094,8724,Tree Swallow,2004,CO,80.60
2095,8725,Tree Swallow,2004,CT,58.60
2096,8727,Tree Swallow,2004,ID,69.20
2097,8728,Tree Swallow,2004,IL,84.50
2098,8729,Tree Swallow,2004,IN,87.80
2099,8731,Tree Swallow,2004,KY,33.30
2100,8732,Tree Swallow,2004,MA,80.70
2101,8733,Tree Swallow,2004,MD,71.40
2102,8734,Tree Swallow,2004,ME,92.90
2103,8735,Tree Swallow,2004,MI,85.00
2104,8736,Tree Swallow,2004,MN,64.10
2105,8737,Tree Swallow,2004,MO,88.50
2106,8738,Tree Swallow,2004,MT,95.20
2107,8740,Tree Swallow,2004,NJ,70.60
2108,8741,Tree Swallow,2004,NY,81.10
2109,8742,Tree Swallow,2004,OH,76.30
2110,8744,Tree Swallow,2004,PA,77.80
2111,8748,Tree Swallow,2004,VA,92.90
2112,8749,Tree Swallow,2004,VT,90.70
2113,8751,Tree Swallow,2004,WI,82.00
2114,8752,Tree Swallow,2004,WV,56.30
2115,8753,Tree Swallow,2004,WY,89.50
2116,8756,Violet-green Swallow,2004,CO,55.60
2117,8776,House Wren,2004,CA,81.00
2118,8777,House Wren,2004,CO,58.30
2119,8779,House Wren,2004,ID,83.30
2120,8780,House Wren,2004,IL,85.70
2121,8781,House Wren,2004,IN,81.60
2122,8784,House Wren,2004,MA,82.10
2123,8785,House Wren,2004,MD,54.30
2124,8787,House Wren,2004,MI,87.30
2125,8789,House Wren,2004,MO,64.30
2126,8792,House Wren,2004,NJ,76.70
2127,8793,House Wren,2004,NY,83.90
2128,8794,House Wren,2004,OH,71.80
2129,8795,House Wren,2004,PA,82.10
2130,8797,House Wren,2004,VA,65.00
2131,8800,House Wren,2004,WI,78.40
2132,8809,Carolina Wren,2004,SC,81.30
2133,8811,Carolina Wren,2004,TX,76.90
2134,8818,Bewick's Wren,2004,TX,81.40
2135,8825,Eastern Bluebird,2004,MB,56.30
2136,8828,Eastern Bluebird,2004,AL,80.00
2137,8829,Eastern Bluebird,2004,AR,92.30
2138,8831,Eastern Bluebird,2004,CO,57.90
2139,8832,Eastern Bluebird,2004,CT,92.90
2140,8834,Eastern Bluebird,2004,FL,77.40
2141,8835,Eastern Bluebird,2004,GA,73.10
2142,8836,Eastern Bluebird,2004,IA,68.40
2143,8837,Eastern Bluebird,2004,IL,82.90
2144,8838,Eastern Bluebird,2004,IN,81.40
2145,8840,Eastern Bluebird,2004,KY,62.10
2146,8842,Eastern Bluebird,2004,MA,75.00
2147,8843,Eastern Bluebird,2004,MD,80.00
2148,8845,Eastern Bluebird,2004,MI,84.00
2149,8846,Eastern Bluebird,2004,MN,73.30
2150,8847,Eastern Bluebird,2004,MO,72.90
2151,8849,Eastern Bluebird,2004,NC,88.50
2152,8852,Eastern Bluebird,2004,NJ,78.80
2153,8853,Eastern Bluebird,2004,NY,67.50
2154,8854,Eastern Bluebird,2004,OH,74.90
2155,8855,Eastern Bluebird,2004,OK,70.80
2156,8856,Eastern Bluebird,2004,PA,76.60
2157,8858,Eastern Bluebird,2004,SC,78.30
2158,8859,Eastern Bluebird,2004,TN,68.80
2159,8860,Eastern Bluebird,2004,TX,74.30
2160,8861,Eastern Bluebird,2004,VA,86.70
2161,8863,Eastern Bluebird,2004,WI,73.70
2162,8864,Eastern Bluebird,2004,WV,70.00
2163,8866,Western Bluebird,2004,CA,82.70
2164,8867,Western Bluebird,2004,CO,100.00
2165,8868,Western Bluebird,2004,ID,58.60
2166,8870,Western Bluebird,2004,OR,62.10
2167,8872,Mountain Bluebird,2004,AB,79.20
2168,8874,Mountain Bluebird,2004,CO,82.90
2169,8875,Mountain Bluebird,2004,ID,83.30
2170,8876,Mountain Bluebird,2004,MT,64.80
2171,8877,Mountain Bluebird,2004,OR,66.70
2172,8879,Mountain Bluebird,2004,WY,66.70
2173,8882,House Sparrow,2004,CA,0.90
2174,8883,House Sparrow,2004,CT,0.00
2175,8885,House Sparrow,2004,IA,0.00
2176,8886,House Sparrow,2004,IL,0.00
2177,8887,House Sparrow,2004,IN,0.00
2178,8889,House Sparrow,2004,MA,0.00
2179,8890,House Sparrow,2004,MD,4.30
2180,8891,House Sparrow,2004,MI,8.30
2181,8896,House Sparrow,2004,NY,0.00
2182,8897,House Sparrow,2004,OH,5.00
2183,8904,House Sparrow,2004,WI,2.90
2184,8906,Prothonotary Warbler,2004,OH,98.30
2185,8907,Prothonotary Warbler,2004,TX,92.30
2186,8913,Wood Duck,2003,TX,45.50
2187,8915,Wood Duck,2003,WA,85.00
2188,8931,American Kestrel,2003,OR,85.70
2189,8932,American Kestrel,2003,VT,93.30
2190,8935,Ash-throated Flycatcher,2003,CA,78.90
2191,8938,Ash-throated Flycatcher,2003,TX,88.90
2192,8948,Carolina Chickadee,2003,MD,55.60
2193,8955,Carolina Chickadee,2003,SC,76.10
2194,8956,Carolina Chickadee,2003,TN,81.30
2195,8957,Carolina Chickadee,2003,TX,92.30
2196,8958,Carolina Chickadee,2003,VA,72.70
2197,8965,Black-capped Chickadee,2003,MA,45.80
2198,8974,Black-capped Chickadee,2003,PA,75.00
2199,8975,Black-capped Chickadee,2003,VT,85.70
2200,8986,Chestnut-backed Chickadee,2003,CA,81.60
2201,8988,Oak Titmouse,2003,CA,56.50
2202,9004,Tufted Titmouse,2003,TX,71.90
2203,9007,Purple Martin,2003,TX,82.60
2204,9009,Tree Swallow,2003,MB,98.10
2205,9010,Tree Swallow,2003,ON,89.50
2206,9013,Tree Swallow,2003,CA,70.80
2207,9016,Tree Swallow,2003,IA,33.30
2208,9017,Tree Swallow,2003,ID,72.70
2209,9018,Tree Swallow,2003,IL,83.00
2210,9019,Tree Swallow,2003,IN,92.00
2211,9021,Tree Swallow,2003,MA,75.30
2212,9022,Tree Swallow,2003,MD,74.00
2213,9023,Tree Swallow,2003,ME,94.10
2214,9024,Tree Swallow,2003,MI,60.30
2215,9026,Tree Swallow,2003,MO,85.70
2216,9027,Tree Swallow,2003,MT,84.50
2217,9028,Tree Swallow,2003,NJ,72.70
2218,9029,Tree Swallow,2003,NY,81.90
2219,9030,Tree Swallow,2003,OH,90.30
2220,9031,Tree Swallow,2003,OR,75.00
2221,9032,Tree Swallow,2003,PA,81.40
2222,9035,Tree Swallow,2003,UT,44.70
2223,9036,Tree Swallow,2003,VA,50.00
2224,9037,Tree Swallow,2003,VT,89.10
2225,9039,Tree Swallow,2003,WI,79.20
2226,9040,Tree Swallow,2003,WV,78.90
2227,9041,Tree Swallow,2003,WY,73.30
2228,9044,Violet-green Swallow,2003,CO,68.20
2229,9065,House Wren,2003,CA,82.10
2230,9066,House Wren,2003,CO,66.70
2231,9071,House Wren,2003,IL,71.40
2232,9072,House Wren,2003,IN,61.10
2233,9074,House Wren,2003,MA,71.40
2234,9075,House Wren,2003,MD,73.10
2235,9077,House Wren,2003,MI,72.40
2236,9079,House Wren,2003,MO,47.60
2237,9082,House Wren,2003,NJ,74.30
2238,9083,House Wren,2003,NY,71.40
2239,9084,House Wren,2003,OH,80.60
2240,9085,House Wren,2003,PA,71.40
2241,9086,House Wren,2003,SC,92.90
2242,9088,House Wren,2003,VA,81.80
2243,9091,House Wren,2003,WI,88.60
2244,9102,Carolina Wren,2003,TX,81.80
2245,9106,Bewick's Wren,2003,TX,86.70
2246,9113,Eastern Bluebird,2003,AL,54.50
2247,9114,Eastern Bluebird,2003,AR,63.50
2248,9116,Eastern Bluebird,2003,CT,66.70
2249,9117,Eastern Bluebird,2003,FL,74.80
2250,9118,Eastern Bluebird,2003,GA,65.20
2251,9119,Eastern Bluebird,2003,IA,38.10
2252,9120,Eastern Bluebird,2003,IL,76.40
2253,9121,Eastern Bluebird,2003,IN,72.60
2254,9123,Eastern Bluebird,2003,KY,74.40
2255,9125,Eastern Bluebird,2003,MA,70.60
2256,9126,Eastern Bluebird,2003,MD,68.70
2257,9128,Eastern Bluebird,2003,MI,88.50
2258,9129,Eastern Bluebird,2003,MN,88.90
2259,9130,Eastern Bluebird,2003,MO,67.10
2260,9132,Eastern Bluebird,2003,NC,79.20
2261,9133,Eastern Bluebird,2003,NJ,75.50
2262,9134,Eastern Bluebird,2003,NY,62.10
2263,9135,Eastern Bluebird,2003,OH,84.40
2264,9136,Eastern Bluebird,2003,OK,79.20
2265,9137,Eastern Bluebird,2003,PA,77.60
2266,9138,Eastern Bluebird,2003,SC,82.80
2267,9140,Eastern Bluebird,2003,TN,63.30
2268,9141,Eastern Bluebird,2003,TX,88.50
2269,9142,Eastern Bluebird,2003,VA,54.20
2270,9144,Eastern Bluebird,2003,WI,75.00
2271,9145,Eastern Bluebird,2003,WV,79.20
2272,9147,Western Bluebird,2003,CA,74.80
2273,9149,Western Bluebird,2003,ID,56.50
2274,9153,Western Bluebird,2003,OR,80.00
2275,9156,Mountain Bluebird,2003,CO,87.10
2276,9157,Mountain Bluebird,2003,ID,72.70
2277,9159,Mountain Bluebird,2003,MT,89.40
2278,9161,Mountain Bluebird,2003,OR,71.70
2279,9163,Mountain Bluebird,2003,UT,75.00
2280,9164,Mountain Bluebird,2003,WY,75.00
2281,9166,House Sparrow,2003,CA,0.00
2282,9170,House Sparrow,2003,IL,0.70
2283,9172,House Sparrow,2003,MA,0.00
2284,9173,House Sparrow,2003,MD,0.00
2285,9175,House Sparrow,2003,MI,6.70
2286,9176,House Sparrow,2003,NJ,0.00
2287,9177,House Sparrow,2003,NY,28.80
2288,9180,House Sparrow,2003,PA,0.00
2289,9184,House Sparrow,2003,VA,0.00
2290,9185,House Sparrow,2003,WI,0.00
2291,9189,Prothonotary Warbler,2003,OH,92.90
2292,9190,Prothonotary Warbler,2003,TX,92.90
2293,9198,Wood Duck,2002,TX,73.30
2294,9199,Wood Duck,2002,WA,86.70
2295,9217,American Kestrel,2002,OR,92.00
2296,9220,American Kestrel,2002,VT,76.90
2297,9222,Ash-throated Flycatcher,2002,CA,79.40
2298,9223,Ash-throated Flycatcher,2002,CO,72.70
2299,9225,Ash-throated Flycatcher,2002,TX,83.30
2300,9233,Carolina Chickadee,2002,GA,82.80
2301,9240,Carolina Chickadee,2002,NC,69.70
2302,9245,Carolina Chickadee,2002,SC,84.80
2303,9246,Carolina Chickadee,2002,TN,50.00
2304,9247,Carolina Chickadee,2002,TX,87.50
2305,9248,Carolina Chickadee,2002,VA,68.40
2306,9254,Black-capped Chickadee,2002,IL,45.50
2307,9262,Black-capped Chickadee,2002,MO,92.30
2308,9264,Black-capped Chickadee,2002,NY,50.00
2309,9267,Black-capped Chickadee,2002,PA,30.80
2310,9281,Oak Titmouse,2002,CA,90.90
2311,9298,Tufted Titmouse,2002,TX,81.60
2312,9301,Purple Martin,2002,TX,78.70
2313,9303,Tree Swallow,2002,MB,93.60
2314,9304,Tree Swallow,2002,ON,91.70
2315,9306,Tree Swallow,2002,CA,62.00
2316,9309,Tree Swallow,2002,IA,76.50
2317,9310,Tree Swallow,2002,ID,60.60
2318,9311,Tree Swallow,2002,IL,77.20
2319,9312,Tree Swallow,2002,IN,84.40
2320,9313,Tree Swallow,2002,MA,75.30
2321,9314,Tree Swallow,2002,MD,88.60
2322,9315,Tree Swallow,2002,ME,74.10
2323,9316,Tree Swallow,2002,MI,85.70
